id,not_before,not_after,longitude,latitude,type_of_monument,country,text_edition,type_of_monument_clean,type_of_inscription_clean,country_clean,clean_text_interpretive_word,clean_text_interpretive_word_lowercase,clean_text_interpretive_sentence,form_dis_manibus
HD051367,NA,NA,-4.3667,42.05,stele,Spain,Dis Manibus Amma uxor Lasciva filia Lascivus filius Euanthes filius Ianuario marito pientissimo annorum LV posuerunt,stele,epitaph,Spain,Dis Manibus Amma uxor Lasciva filia Lascivus filius Euanthes filius Ianuario marito pientissimo annorum LV posuerunt,dis manibus amma uxor lasciva filia lascivus filius euanthes filius ianuario marito pientissimo annorum lv posuerunt,Dis Manibus Amma uxor Lasciva filia Lascivus filius Euanthes filius Ianuario marito pientissimo annorum LV posuerunt,dis manibus
HD051383,0101,0300,-6.7953,40.9867,stele,Spain,Dis Manibus No annorum  hic situs sit terra levis,stele,epitaph,Spain,Dis Manibus No annorum hic situs sit terra levis,dis manibus no annorum hic situs sit terra levis,Dis Manibus No annorum hic situs sit terra levis,dis manibus
HD051384,0151,0235,-6.7953,40.9867,stele,Spain,Dis Manibus sacrum Mi ,stele,epitaph,Spain,Dis Manibus sacrum Mi,dis manibus sacrum mi,Dis Manibus sacrum Mi,dis manibus sacrum
HD051386,0151,0235,-6.7953,40.9867,stele,Spain,Dis Manibus o anno hic situs sit tibi terra levis,stele,epitaph,Spain,Dis Manibus o anno hic situs sit tibi terra levis,dis manibus o anno hic situs sit tibi terra levis,Dis Manibus o anno hic situs sit tibi terra levis,dis manibus
HD051387,0151,0235,-6.7953,40.9867,stele,Spain,Dis Manibus sacrum us annorum LXII ,stele,epitaph,Spain,Dis Manibus sacrum us annorum LXII,dis manibus sacrum us annorum lxii,Dis Manibus sacrum us annorum LXII,dis manibus sacrum
HD051388,0151,0235,-6.7953,40.9867,stele,Spain,Dis Manibus sacrum Avitus ,stele,epitaph,Spain,Dis Manibus sacrum Avitus,dis manibus sacrum avitus,Dis Manibus sacrum Avitus,dis manibus sacrum
HD051389,0151,0235,-6.7953,40.9867,NA,Spain,Dis Manibus sacrum ,NULL,epitaph,Spain,Dis Manibus sacrum,dis manibus sacrum,Dis Manibus sacrum,dis manibus sacrum
HD051392,0151,0235,-6.7953,40.9867,stele,Spain,Dis Manibus sacrum Acca Anocum ,stele,epitaph,Spain,Dis Manibus sacrum Acca Anocum,dis manibus sacrum acca anocum,Dis Manibus sacrum Acca Anocum,dis manibus sacrum
HD051394,0151,0235,-6.7953,40.9867,stele,Spain,Dis Manibus us annorum XXII hic situs sit tibi terra levis,stele,epitaph,Spain,Dis Manibus us annorum XXII hic situs sit tibi terra levis,dis manibus us annorum xxii hic situs sit tibi terra levis,Dis Manibus us annorum XXII hic situs sit tibi terra levis,dis manibus
HD051396,0151,0235,-6.7953,40.9867,stele,Spain,Dis Manibus Mao  hic situs sit terra levis,stele,epitaph,Spain,Dis Manibus Ma o hic situs sit terra levis,dis manibus ma o hic situs sit terra levis,Dis Manibus Ma o hic situs sit terra levis,dis manibus
HD051399,0151,0235,-6.7953,40.9867,stele,Spain,Dis Manibus Paterno Paterni nnorum LXXX,stele,epitaph,Spain,Dis Manibus Paterno Paterni annorum LXXX,dis manibus paterno paterni annorum lxxx,Dis Manibus Paterno Paterni annorum LXXX,dis manibus
HD051400,0151,0235,-6.7953,40.9867,stele,Spain,Dis Manibus sacrum Festus Festini filius nnum,stele,epitaph,Spain,Dis Manibus sacrum Festus Festini filius annorum,dis manibus sacrum festus festini filius annorum,Dis Manibus sacrum Festus Festini filius annorum,dis manibus sacrum
HD051401,0151,0235,-6.7953,40.9867,stele,Spain,Dis Manibus sacrum Reb[urr&             ,stele,epitaph,Spain,Dis Manibus sacrum Reburr,dis manibus sacrum reburr,Dis Manibus sacrum Reburr,dis manibus sacrum
HD051402,0151,0235,-6.7953,40.9867,stele,Spain,Dis Manibus sacrum Elesus Paterni annorum XXXX hic tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum Elesus Paterni annorum XXXX hic tibi terra levis,dis manibus sacrum elesus paterni annorum xxxx hic tibi terra levis,Dis Manibus sacrum Elesus Paterni annorum XXXX hic tibi terra levis,dis manibus sacrum
HD051403,0151,0235,-6.7953,40.9867,stele,Spain,Dis Manibus sacrum MaII  nnorum XIIII hic situs sit terra levis,stele,epitaph,Spain,Dis Manibus sacrum Ma II annorum XIIII hic situs sit terra levis,dis manibus sacrum ma ii annorum xiiii hic situs sit terra levis,Dis Manibus sacrum Ma II annorum XIIII hic situs sit terra levis,dis manibus sacrum
HD051404,0151,0235,-6.7953,40.9867,stele,Spain,Dis Manibus ,stele,epitaph,Spain,Dis Manibus,dis manibus,Dis Manibus,dis manibus
HD051405,0151,0235,-6.7953,40.9867,stele,Spain,Dis Manibus sacrum ,stele,epitaph,Spain,Dis Manibus sacrum,dis manibus sacrum,Dis Manibus sacrum,dis manibus sacrum
HD051406,0151,0235,-6.7953,40.9867,stele,Spain,Dis Manibus sacrum Caesulla Caesi filia annorum XV hic sita tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum Caesulla Caesi filia annorum XV hic sita tibi terra levis,dis manibus sacrum caesulla caesi filia annorum xv hic sita tibi terra levis,Dis Manibus sacrum Caesulla Caesi filia annorum XV hic sita tibi terra levis,dis manibus sacrum
HD051407,0151,0235,-6.7953,40.9867,stele,Spain,Dis Manibus o annorum XIII  Dis Manibus Coni annorum IIIII ,stele,epitaph,Spain,Dis Manibus o annorum XIII Dis Manibus Coni annorum IIIII,dis manibus o annorum xiii dis manibus coni annorum iiiii,Dis Manibus o annorum XIII Dis Manibus Coni annorum IIIII,dis manibus
HD051408,0151,0235,-6.7953,40.9867,stele,Spain,Dis Manibus C annorum LX  levis,stele,epitaph,Spain,Dis Manibus C annorum LX levis,dis manibus c annorum lx levis,Dis Manibus C annorum LX levis,dis manibus
HD051409,0151,0235,-6.7953,40.9867,stele,Spain,Dis Manibus sacrum Ama annorum XXX ,stele,epitaph,Spain,Dis Manibus sacrum Ama annorum XXX,dis manibus sacrum ama annorum xxx,Dis Manibus sacrum Ama annorum XXX,dis manibus sacrum
HD051410,0151,0235,-6.7953,40.9867,stele,Spain,Dis Manibus  XV ,stele,epitaph,Spain,Dis Manibus XV,dis manibus xv,Dis Manibus XV,dis manibus
HD051416,0151,0235,-6.7953,40.9867,stele,Spain,Dis Manibus sacrum Dobiteinae annorum XX hic sita tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum Dobiteinae annorum XX hic sita tibi terra levis,dis manibus sacrum dobiteinae annorum xx hic sita tibi terra levis,Dis Manibus sacrum Dobiteinae annorum XX hic sita tibi terra levis,dis manibus sacrum
HD051420,NA,NA,-4.1193,40.9492,stele,Spain,Dis Manibus sacrum  Lucio Domitio Hirsuto Iuniori  Filius matri pientissimae Valerianae Domitiae sit tibi annorum LXXV sit terra levis,stele,epitaph,Spain,Dis Manibus sacrum Lucio Domitio Hirsuto Iuniori Filius matri pientissimae Valerianae Domitiae sit tibi annorum LXXV sit terra levis,dis manibus sacrum lucio domitio hirsuto iuniori filius matri pientissimae valerianae domitiae sit tibi annorum lxxv sit terra levis,Dis Manibus sacrum Lucio Domitio Hirsuto Iuniori Filius matri pientissimae Valerianae Domitiae sit tibi annorum LXXV sit terra levis,dis manibus sacrum
HD051439,NA,NA,-2.3129,42.8654,stele,Spain,Dis Manibus Quintae Fabiae ,stele,epitaph,Spain,Dis Manibus Quintae Fabiae,dis manibus quintae fabiae,Dis Manibus Quintae Fabiae,dis manibus
HD051442,NA,NA,-2.3129,42.8654,NA,Spain,Dis Manibus ,NULL,epitaph,Spain,Dis Manibus,dis manibus,Dis Manibus,dis manibus
HD051448,NA,NA,-2.3129,42.8654,NA,Spain,Dis Manibus Quintili ,NULL,epitaph,Spain,Dis Manibus Quintili,dis manibus quintili,Dis Manibus Quintili,dis manibus
HD051453,NA,NA,-2.3129,42.8654,stele,Spain,Dis Manibus Lutbelscottio nnorum LXXI Sintilla uxor marito pientissimo hic situs est,stele,epitaph,Spain,Dis Manibus Lutbelscottio annorum LXXI Sintilla uxor marito pientissimo hic situs est,dis manibus lutbelscottio annorum lxxi sintilla uxor marito pientissimo hic situs est,Dis Manibus Lutbelscottio annorum LXXI Sintilla uxor marito pientissimo hic situs est,dis manibus
HD051462,0171,0250,-5.9761,37.3824,tabula,Spain,Dis Manibus sacrum Σurypantha nnorum XII mensium X dierum VI cara suis hic sita est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Σurypantha annorum XII mensium X dierum VI cara suis hic sita est sit tibi terra levis,dis manibus sacrum σurypantha annorum xii mensium x dierum vi cara suis hic sita est sit tibi terra levis,Dis Manibus sacrum Σurypantha annorum XII mensium X dierum VI cara suis hic sita est sit tibi terra levis,dis manibus sacrum
HD051512,NA,NA,-2.3129,42.8654,stele,Spain,Dis Manibus Luntbelsar annorum LXXI             ,stele,epitaph,Spain,Dis Manibus Luntbelsar annorum LXXI,dis manibus luntbelsar annorum lxxi,Dis Manibus Luntbelsar annorum LXXI,dis manibus
HD051521,NA,NA,-1.2887,42.5916,altar,Spain,                XIII  Dis Manibus Pesinae Otai annorum             ,altar,epitaph,Spain,XIII Dis Manibus P esinae Otai annorum,xiii dis manibus p esinae otai annorum,XIII Dis Manibus P esinae Otai annorum,dis manibus
HD051537,NA,NA,2.159,41.3888,tabula,Spain,Dis Manibus Salvianae Marcus Porcius Privatus DOB OM M E fecit,tabula,epitaph,Spain,Dis Manibus Salvianae Marcus Porcius Privatus DOB OM M E fecit,dis manibus salvianae marcus porcius privatus dob om m e fecit,Dis Manibus Salvianae Marcus Porcius Privatus DOB OM M E fecit,dis manibus
HD051967,0201,0250,-6.5904,38.3801,stele,Spain,Dis Manibus sacrum Fabia Rusticula annorum XXXI hic sita est sit tibi terra levis Callistus  posuit,stele,epitaph,Spain,Dis Manibus sacrum Fabia Rusticula annorum XXXI hic sita est sit tibi terra levis Callistus posuit,dis manibus sacrum fabia rusticula annorum xxxi hic sita est sit tibi terra levis callistus posuit,Dis Manibus sacrum Fabia Rusticula annorum XXXI hic sita est sit tibi terra levis Callistus posuit,dis manibus sacrum
HD051971,NA,NA,-5.3467,37.7092,altar,Spain,Dis Manibus sacrum Anneia Marci filia Aciliana Arvensis nnorum XXVIII pia in suis hic sita est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Anneia Marci filia Aciliana Arvensis annorum XXVIII pia in suis hic sita est sit tibi terra levis,dis manibus sacrum anneia marci filia aciliana arvensis annorum xxviii pia in suis hic sita est sit tibi terra levis,Dis Manibus sacrum Anneia Marci filia Aciliana Arvensis annorum XXVIII pia in suis hic sita est sit tibi terra levis,dis manibus sacrum
HD051998,NA,NA,-3.1667,40.6333,stele,Spain,Dis Manibus Aemiliae Blandinae Arcrobrigensi Aemilia Marcella matri Q,stele,epitaph,Spain,Dis Manibus Aemiliae Blandinae Arcrobrigensi Aemilia Marcella matri Q,dis manibus aemiliae blandinae arcrobrigensi aemilia marcella matri q,Dis Manibus Aemiliae Blandinae Arcrobrigensi Aemilia Marcella matri Q,dis manibus
HD051999,NA,NA,-3.1667,40.6333,cupa,Spain,Dis Manibus Sergtius Maternus Pet matri faciendum curavit,cupa,epitaph,Spain,Dis Manibus Sergtius Maternus Pet matri faciendum curavit,dis manibus sergtius maternus pet matri faciendum curavit,Dis Manibus Sergtius Maternus Pet matri faciendum curavit,dis manibus
HD052008,0171,0235,-3.3685,38.0081,base?,Spain,Dis Manibus sacrum Marcus Iulius Marci filius Galeria Aemilianus colonia Salaria IIvir bis flamen Romae et Aug nnum XXXXV pius in suis hic situs est sit tibi terra levis Aelia Secundina uxor posuit             ,base,epitaph,Spain,Dis Manibus sacrum Marcus Iulius Marci filius Galeria Aemilianus colonia Salaria II vir bis flamen Romae et Aug annorum XXXXV pius in suis hic situs est sit tibi terra levis Aelia Secundina uxor posuit,dis manibus sacrum marcus iulius marci filius galeria aemilianus colonia salaria ii vir bis flamen romae et aug annorum xxxxv pius in suis hic situs est sit tibi terra levis aelia secundina uxor posuit,Dis Manibus sacrum Marcus Iulius Marci filius Galeria Aemilianus colonia Salaria II vir bis flamen Romae et Aug annorum XXXXV pius in suis hic situs est sit tibi terra levis Aelia Secundina uxor posuit,dis manibus sacrum
HD052032,NA,NA,-0.5942,39.6258,NA,Spain,Dis Manibus sacrum  Callistus hic situs est vixit annos XXI sit tibi terra levis,NULL,epitaph,Spain,Dis Manibus sacrum Callistus hic situs est vixit annos XXI sit tibi terra levis,dis manibus sacrum callistus hic situs est vixit annos xxi sit tibi terra levis,Dis Manibus sacrum Callistus hic situs est vixit annos XXI sit tibi terra levis,dis manibus sacrum
HD052602,NA,NA,-7.1,38.6833,altar,Spain,Dis Manibus sacrum  Aquiliae Severae Gai filiae Papiriae Emeritensi annorum XLIX fecit Marcus Septumius sic Severus matri piissumae! hic sita est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Aquiliae Severae Gai filiae Papiriae Emeritensi annorum XLIX fecit Marcus Septumius Severus matri piissumae hic sita est sit tibi terra levis,dis manibus sacrum aquiliae severae gai filiae papiriae emeritensi annorum xlix fecit marcus septumius severus matri piissumae hic sita est sit tibi terra levis,Dis Manibus sacrum Aquiliae Severae Gai filiae Papiriae Emeritensi annorum XLIX fecit Marcus Septumius Severus matri piissumae hic sita est sit tibi terra levis,dis manibus sacrum
HD052607,0126,0175,-6.3437,38.9161,NA,Spain,Dis Manibus sacrum Argentariae Veranae Emeritensi nnorum LXV Argentarius Vegetinus materterae et patronae faciendum curavit hic sita est sit tibi terra levis,NULL,epitaph,Spain,Dis Manibus sacrum Argentariae Veranae Emeritensi annorum LXV Argentarius Vegetinus materterae et patronae faciendum curavit hic sita est sit tibi terra levis,dis manibus sacrum argentariae veranae emeritensi annorum lxv argentarius vegetinus materterae et patronae faciendum curavit hic sita est sit tibi terra levis,Dis Manibus sacrum Argentariae Veranae Emeritensi annorum LXV Argentarius Vegetinus materterae et patronae faciendum curavit hic sita est sit tibi terra levis,dis manibus sacrum
HD052608,NA,NA,-6.3437,38.9161,altar,Spain,Dis Manibus sacrum Marcus Argentarius Achaicus Emeritensis annorum XXII hic situs est sit tibi terra levis Argentaria Verana sobrino et liberto fecit,altar,epitaph,Spain,Dis Manibus sacrum Marcus Argentarius Achaicus Emeritensis annorum XXII hic situs est sit tibi terra levis Argentaria Verana sobrino et liberto fecit,dis manibus sacrum marcus argentarius achaicus emeritensis annorum xxii hic situs est sit tibi terra levis argentaria verana sobrino et liberto fecit,Dis Manibus sacrum Marcus Argentarius Achaicus Emeritensis annorum XXII hic situs est sit tibi terra levis Argentaria Verana sobrino et liberto fecit,dis manibus sacrum
HD052609,0151,0200,-6.3437,38.9161,altar,Spain,Dis Manibus sacrum  Quinto Ursio Paederoti annorum LX Ursia Verana patri piissimo faciendum curavit hic situs est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Quinto Ursio Paederoti annorum LX Ursia Verana patri piissimo faciendum curavit hic situs est sit tibi terra levis,dis manibus sacrum quinto ursio paederoti annorum lx ursia verana patri piissimo faciendum curavit hic situs est sit tibi terra levis,Dis Manibus sacrum Quinto Ursio Paederoti annorum LX Ursia Verana patri piissimo faciendum curavit hic situs est sit tibi terra levis,dis manibus sacrum
HD052610,0101,0200,-6.3437,38.9161,altar,Spain,Dis Manibus sacrum Philetus Phileti filius nnorum VIII hic situs est,altar,NULL,Spain,Dis Manibus sacrum Philetus Phileti filius annorum VIII hic situs est,dis manibus sacrum philetus phileti filius annorum viii hic situs est,Dis Manibus sacrum Philetus Phileti filius annorum VIII hic situs est,dis manibus sacrum
HD052611,0101,0200,-6.3437,38.9161,altar,Spain,Dis Manibus sacrum Iulia Glyconis natione Nicomedica nnorum XXXXV sit tibi terra levis Lucius Munatius Asclepiades et Marcus Lucanius Avitus filii matri piissimae fecerunt,altar,epitaph,Spain,Dis Manibus sacrum Iulia Glyconis natione Nicomedica annorum XXXXV sit tibi terra levis Lucius Munatius Asclepiades et Marcus Lucanius Avitus filii matri piissimae fecerunt,dis manibus sacrum iulia glyconis natione nicomedica annorum xxxxv sit tibi terra levis lucius munatius asclepiades et marcus lucanius avitus filii matri piissimae fecerunt,Dis Manibus sacrum Iulia Glyconis natione Nicomedica annorum XXXXV sit tibi terra levis Lucius Munatius Asclepiades et Marcus Lucanius Avitus filii matri piissimae fecerunt,dis manibus sacrum
HD052614,0151,0200,-6.3437,38.9161,altar,Spain,Dis Manibus sacrum  Lucio Attio Quintilio annorum LXV sit tibi terra levis Memmius Suavis privignus et Memmia Suavola uxor faciendum curaverunt,altar,epitaph,Spain,Dis Manibus sacrum Lucio Attio Quintilio annorum LXV sit tibi terra levis Memmius Suavis privignus et Memmia Suavola uxor faciendum curaverunt,dis manibus sacrum lucio attio quintilio annorum lxv sit tibi terra levis memmius suavis privignus et memmia suavola uxor faciendum curaverunt,Dis Manibus sacrum Lucio Attio Quintilio annorum LXV sit tibi terra levis Memmius Suavis privignus et Memmia Suavola uxor faciendum curaverunt,dis manibus sacrum
HD052650,0120,0160,-6.3437,38.9161,tabula,Spain,Dis Manibus sacrum Acilia Apolauste nnorum XXXV hic sita est sit tibi terra levis  Titinius Lupus Emeritensis uxori et Lucius Acilius Apolaustus sorori et sibi fecerunt,tabula,epitaph,Spain,Dis Manibus sacrum Acilia Apolauste annorum XXXV hic sita est sit tibi terra levis Titinius Lupus Emeritensis uxori et Lucius Acilius Apolaustus sorori et sibi fecerunt,dis manibus sacrum acilia apolauste annorum xxxv hic sita est sit tibi terra levis titinius lupus emeritensis uxori et lucius acilius apolaustus sorori et sibi fecerunt,Dis Manibus sacrum Acilia Apolauste annorum XXXV hic sita est sit tibi terra levis Titinius Lupus Emeritensis uxori et Lucius Acilius Apolaustus sorori et sibi fecerunt,dis manibus sacrum
HD052661,NA,NA,-5.8814,39.4584,stele,Spain,Dis Manibus sacrum Auguscin,stele,epitaph,Spain,Dis Manibus sacrum Auguscin,dis manibus sacrum auguscin,Dis Manibus sacrum Auguscin,dis manibus sacrum
HD052666,0101,0200,-5.8814,39.4584,NA,Spain,Dis Manibus sacrum ECannorum L hic situs est sit tibi terra levis,NULL,epitaph,Spain,Dis Manibus sacrum E C annorum L hic situs est sit tibi terra levis,dis manibus sacrum e c annorum l hic situs est sit tibi terra levis,Dis Manibus sacrum E C annorum L hic situs est sit tibi terra levis,dis manibus sacrum
HD052673,NA,NA,-5.8814,39.4584,stele,Spain,Dis Manibus sacrum Atia Doquiri filia Severa annorum XVIII hic sita est sit tibi terra levis Q frater faciendum curavit,stele,epitaph,Spain,Dis Manibus sacrum Atia Doquiri filia Severa annorum XVIII hic sita est sit tibi terra levis Q frater faciendum curavit,dis manibus sacrum atia doquiri filia severa annorum xviii hic sita est sit tibi terra levis q frater faciendum curavit,Dis Manibus sacrum Atia Doquiri filia Severa annorum XVIII hic sita est sit tibi terra levis Q frater faciendum curavit,dis manibus sacrum
